1,0.68,-0.38,1,-1,0.76,-0.84,0.4,-0.7,0.06,-0.7,-0.3,-1,-0.66,-1,-1,1
-0.36,0.18,0.06,1,1,0.9,0.58,-0.08,-0.04,-1,0.86,-0.62,0.16,0.1,-1,0.26,8
-0.2,0.98,0.02,0.32,0.58,-0.48,-0.22,-1,-1,-0.46,-0.84,0.54,-0.08,1,1,0.88,5
-1,0.96,-0.28,1,0.6,0.7,0.36,-0.16,0.12,-1,-0.5,-0.54,-0.26,1,-0.36,,7
-0.46,0.52,-0.98,-0.16,-0.68,-1,0.4,-0.94,1,-0.2,0.84,0.68,-0.12,1,-1,0.46,0
-1,-1,-0.38,-0.7,0.26,-0.4,0.76,0.04,1,0.58,0.64,1,0.12,0.64,0.58,0.28,9
-0.4,0.72,0.34,1,0.54,0.54,0.06,0.56,-0.2,1,-0.66,0.12,-1,-1,-0.9,,3
-0.42,0.82,-0.72,0.14,0.32,-0.22,-0.4,-1,-1,-0.62,-0.94,0.44,-0.22,0.94,1,1,5
0.54,0.94,-0.2,1,-1,0.18,-0.82,-0.42,0.68,-0.34,1,0.28,0.54,-0.12,-0.04,-1,4
0.28,0.86,-1,0.34,0.94,0.34,0.78,1,-0.72,0.4,1,0.36,0.92,-0.28,-0.44,-1,9
-0.82,0.86,0.06,1,0.78,0.6,0.14,0.04,-0.66,-0.4,-1,-0.9,-0.96,1,-1,,2
-1,0.86,0.24,1,1,0.56,0.38,-0.14,-0.9,-0.3,-1,-0.7,-0.3,0.72,-0.26,,7
-0.4,0.74,-0.68,0.1,0.36,-0.18,0.04,-1,-1,-0.68,-0.7,0.26,-0.18,1,1,0.96,5
0.2,1,-0.6,0.52,-1,-0.22,-0.8,-0.98,0.38,-1,1,-0.34,0.12,-0.2,-0.7,-0.8,6
-1,0.66,-0.42,1,0.76,0.9,0.28,0.38,0.46,-0.14,1,-0.74,-0.98,-0.8,-1,,3
-0.9,0.8,-0.08,0.96,0.78,1,1,0.62,0.54,0.18,0.24,-0.32,-0.26,-0.72,-1,-1,3
1,0.98,0.34,1,-0.52,0.36,-1,-0.36,-0.46,-1,0.98,-0.84,0.54,-0.2,-0.82,0.1,6
-0.06,0.72,0.46,1,0.78,0.5,0.36,-0.02,1,-0.44,0.64,-0.92,-0.24,-1,-1,-0.74,3
-0.42,0.44,-0.1,1,0.56,0.56,0.2,-0.18,-0.5,-0.76,-1,-0.92,-0.88,1,-1,,2
-0.98,0.76,-1,0.08,0.18,-0.38,-0.28,-1,-0.78,-0.44,-0.92,0.36,-0.44,0.94,1,1,5
0.26,1,-0.2,0.46,0.4,0.26,1,0.54,0.58,0.48,0.1,-0.04,-0.42,-0.54,-1,-1,4
-0.78,0.84,0.12,1,0.66,0.64,0.04,0.18,0.74,-0.22,1,-0.72,0.1,-1,-1,-1,3
0.02,0.52,0.36,0.82,1,1,0.66,0.6,0.18,0.2,-0.32,-0.2,-0.8,-0.6,-1,-1,1
0.12,0.98,-0.64,0.44,-1,-0.52,-0.28,-1,0.7,-0.54,1,0.38,0.16,1,-0.62,0.48,0
-1,0.5,-0.06,0.74,1,1,0.82,0.6,0.44,0.2,0.06,-0.2,-0.3,-0.6,-0.62,-1,1
-0.66,1,-1,0.48,-0.88,-0.28,0.54,-0.26,1,0.26,0.46,0.9,0.42,-0.06,0.5,-1,4
-0.18,0.92,-0.66,0.52,-0.26,-0.38,-1,-1,-0.32,-0.98,0.72,-0.02,0.96,1,1,,5
-0.6,0.64,0.24,1,1,0.62,0.36,0.08,0.64,0.78,-0.62,-0.16,-1,-1,-0.74,,3
-0.76,0.56,-0.2,1,0.48,0.54,0.04,-0.18,-0.74,-0.72,-1,-0.66,-0.84,1,-1,,2
-0.64,0.46,-1,0.46,-0.8,-0.52,0.08,-1,1,-0.56,0.9,0.42,0.04,1,-0.9,0.68,0
0.94,1,-0.18,0.8,-0.92,0.16,-1,-0.56,0.04,-1,1,-0.56,-0.02,-0.24,-0.84,-0.74,6
0.14,0.26,1,1,-1,0.82,-0.28,0.06,0.9,-0.68,-0.96,-1,-0.9,-0.28,0.82,0.34,8
-0.4,0.62,0.74,1,1,0.96,-0.26,0.72,-0.08,0.08,0.98,-0.36,0.18,-0.96,-1,-1,5
-0.76,0.22,-1,-0.6,-0.12,-1,0.84,-0.54,1,0.28,0.4,1,-0.7,0.84,-1,0.04,0
-1,0.68,1,0.44,0.58,-0.26,0.04,0.02,-0.18,1,-0.46,0.24,-0.94,-0.94,-1,,3
-1,1,0.22,1,1,0.86,0.26,0.28,-0.28,-0.34,-0.72,-1,-0.82,-0.42,-0.06,-0.16,7
1,0.58,0.34,1,-0.48,0.52,-0.18,-0.24,-0.06,-1,-1,-0.84,-0.24,-0.24,0.92,0.16,8
-0.26,0.82,0.68,1,1,0.92,0.04,0.74,-0.36,0.14,0.48,-0.24,-0.18,-0.98,-1,-1,5
1,1,0.16,0.66,-0.38,0.1,-0.66,-0.52,-0.14,-1,0.6,-0.62,-0.14,-1,-0.22,,6
0.88,0.58,-0.2,1,-0.74,0.3,0.18,-0.4,0.34,-1,-1,-0.66,-0.1,0.04,1,0.66,8
-1,0.64,0.5,0.12,1,-0.76,-0.56,-1,-0.56,-0.18,0.84,0.46,0.68,1,-0.96,0.6,8
0.6,1,-0.28,1,0.16,0.6,0.3,0.64,0.64,-0.06,1,-0.72,0.06,-1,-1,-0.86,9
-0.3,0.52,-1,-0.16,-0.78,-1,0.3,-0.9,1,-0.18,0.94,0.7,-0.02,1,-0.82,0.38,0
-0.32,1,-0.58,0.52,-1,-0.3,-0.14,-0.4,0.82,-0.42,1,-0.18,0.48,-0.08,0.34,-1,4
-1,0.5,-0.38,0.44,0.34,0.68,1,1,0.88,0.64,0.6,0.08,0.36,-0.46,0.12,-1,1
0.8,0.42,1,1,-0.5,0.7,-0.8,0.6,0.24,0.98,0.06,0.28,-0.66,-1,-1,,9
-1,0.94,-0.16,1,0.34,0.42,0.06,-0.3,-0.32,-1,-0.68,-0.54,-0.2,-0.16,1,-0.16,7
-0.24,0.88,-0.92,0.26,-1,-0.6,-0.18,-1,0.68,-0.62,1,0.2,0.54,0.96,-0.36,1,0
0.44,1,-0.24,0.76,-0.96,0.14,-1,-0.62,0.02,-1,1,-0.6,0.1,-0.32,-0.76,-0.86,6
-0.48,0.58,0.38,1,0.84,0.7,0.12,0.12,0.8,-0.16,1,-0.7,0.02,-1,-1,-0.96,3
-0.84,0.54,-0.06,1,1,0.92,0.42,0.32,1,-0.08,0.98,-0.74,-0.08,-1,-1,-0.74,3
-0.38,0.46,0.1,1,0.1,0.06,-0.34,-0.72,-1,-1,-0.4,-0.78,0.3,-0.98,1,-0.98,2
-0.08,1,-0.58,0.7,-1,0.2,-0.52,-0.16,0.36,-0.12,1,-0.02,0.52,-0.5,0.16,-1,4
-0.18,0.38,0.52,1,0.46,0.62,0.14,-0.22,-0.08,-1,-1,-0.8,-0.82,1,-0.8,,1
-0.36,1,-0.76,0.52,-1,-0.04,-0.98,-0.58,-0.22,-1,1,-0.82,0.28,-0.58,-0.64,-0.94,6
-0.68,0.8,-0.82,0.22,-0.3,-0.54,-1,-0.9,-0.3,-1,0.62,-0.04,0.94,1,1,,5
-0.58,0.76,-1,0.14,0.76,0.16,0.76,-0.64,-0.7,-1,-0.84,-0.16,-0.76,0.66,1,1,5
-1,1,0.08,0.96,0.82,0.7,0.42,0.04,0.24,-0.66,0.48,-1,1,-0.36,-0.16,-0.26,7
-0.06,0.86,-0.98,0.34,-1,-0.68,0.06,-1,1,-0.36,0.9,0.62,-0.16,1,-0.86,0.24,0
-0.24,0.02,-0.84,0.32,-1,-0.62,-0.16,-1,0.74,-0.48,1,0.42,0.22,1,-0.68,0.68,0
0.9,0.84,1,-0.58,0.54,0.48,0.74,1,0.72,0.38,0.12,-0.26,-0.48,-1,-1,,9
-0.64,0.76,-0.96,0.08,-0.2,-0.5,-0.96,-1,-1,-0.4,-0.6,0.4,-0.1,1,1,0.86,5
-0.22,1,-0.54,0.64,-1,0.04,-0.98,-0.58,-0.04,-1,1,-0.68,0.4,-0.16,-0.88,0.1,6
-0.56,1,-0.98,0.32,-1,-0.34,-0.36,1,-0.28,0.64,0.26,0.54,-0.4,0.42,-1,,4
-0.94,0.92,0.06,1,0.62,0.36,0.66,-0.44,0.44,-1,1,-0.32,0.02,-0.18,-1,-0.14,7
-1,0.3,-0.24,0.58,0.24,1,0.44,0.72,0.54,0.3,0.58,-0.14,0.66,-0.58,1,-1,1
-0.62,0.62,-1,-0.18,-0.76,-1,0.08,-0.98,0.76,-0.42,1,0.42,0.44,1,-0.38,0.82,0
-1,0.2,-0.24,0.6,0.6,1,1,0.84,0.6,0.38,0.3,-0.08,0.1,-0.54,0.1,-1,1
-0.2,0.44,-0.68,0.92,0.38,0.4,1,-1,0.46,0.3,0.14,1,-0.06,0.88,-1,,9
1,1,0.26,0.56,-0.44,0.06,-1,-0.46,-0.92,-1,0.2,-0.98,0.56,-0.56,-0.52,-0.58,6
-0.34,0.16,-0.62,0.8,0.56,1,0.82,0.24,0.02,-0.44,-1,-0.96,-0.26,-0.98,1,-1,2
-0.72,0.82,-0.82,0.04,-0.44,-0.8,0.48,-1,1,-0.24,0.72,0.62,-0.14,1,-1,0.6,0
-0.6,0.7,0.24,1,0.42,0.44,-0.1,0.04,0.96,-0.06,1,-0.66,0.06,-1,-1,-1,3
-0.82,1,-1,0.32,-0.6,-0.5,0.22,-1,1,-0.58,0.86,0.28,0.08,0.82,-0.82,0.52,0
-0.16,0.66,0.2,0.06,0.78,-0.78,-0.74,-1,-1,-0.34,0.54,0.14,1,0.84,-0.64,1,8
-0.92,0.26,-0.76,-0.7,0.04,-1,0.84,-0.7,1,0.26,0.44,1,-0.44,0.94,-1,0.24,0
-0.24,0.88,0.8,1,0.88,0.58,0.18,0.14,0.36,-0.34,1,-0.76,0.08,-1,-1,-0.98,3
-0.56,0.1,-0.8,0.2,-1,-0.64,-0.08,-1,0.78,-0.44,1,0.4,0.36,1,-0.42,0.38,0
-0.46,1,-1,0.16,-0.76,-0.9,0.24,-1,1,-0.22,0.94,0.82,-0.04,0.94,-0.64,0.06,0
-0.14,0.88,-0.7,0.32,0.04,-0.24,-0.6,-1,-0.9,-0.3,-1,0.66,-0.16,1,1,0.96,5
-1,0.74,-0.26,1,-0.62,0.4,-0.9,-0.16,0.76,-0.02,1,0.16,0.68,-0.44,0.76,-1,4
0.46,0.96,-0.3,1,-1,0.18,-1,-0.74,0.42,-0.84,1,-0.1,-0.42,-0.18,-0.82,-1,6
-0.7,0.46,-1,-0.32,-0.4,-1,0.62,-0.98,1,-0.24,0.74,0.56,-0.12,1,-0.68,0.36,0
0.7,1,-0.4,0.68,-0.9,0.08,-1,-0.56,-0.04,-1,1,-0.58,0.32,-0.06,-1,-0.26,6
-1,0.76,-0.52,0.36,0.52,-0.34,-0.14,-1,-0.42,-0.36,0.68,0.32,1,1,-0.84,0.78,8
0.94,0.44,0.36,1,1,-0.16,0.72,0.86,0.44,0.78,-0.04,0.4,-0.86,-1,-1,,9
-0.16,1,-0.82,0.58,-1,-0.08,-0.04,-0.38,1,-0.08,0.78,0.04,-0.08,-0.4,-0.62,-1,4
-0.86,1,-1,0.12,0.02,-0.26,-0.22,-1,-0.82,-0.7,-0.9,0.24,-0.16,0.84,1,0.92,5
1,0.54,0.84,1,-0.02,0.52,-0.64,-0.04,-1,-0.7,-0.24,-1,0.5,-0.54,-0.42,-0.46,6
-0.12,0.32,0.34,1,0.6,0.24,-0.06,-0.5,-0.9,-1,-1,-0.94,-0.92,1,-0.86,,2
-0.26,1,-0.04,0.14,0.48,0.94,-0.46,0.94,0.6,0.36,1,-0.48,-0.02,-1,-1,-0.56,9
1,0.78,-0.2,0.66,0.26,-0.2,0.68,-1,-1,-0.86,0.06,0.06,0.6,1,-0.94,0.56,8
-0.1,0.86,-1,0.2,0.5,0.38,0.78,-0.42,-0.62,-1,-0.7,-0.14,-0.48,0.86,1,1,5
-0.1,1,-0.8,0.34,-0.86,-0.68,0.12,-1,1,-0.38,0.82,0.58,-0.24,0.9,-1,0.22,0
-0.74,0.36,-0.7,-0.4,-0.16,-1,0.72,-0.62,1,0.12,0.68,0.8,-0.34,1,-1,0.46,0
-0.02,0.66,-0.84,0.14,-1,-0.66,0.02,-1,0.86,-0.44,1,0.4,0.22,1,-0.84,0.72,0
-0.68,1,-1,0.56,-0.9,0.08,-0.18,-0.36,0.86,-0.22,1,-0.04,0.82,-0.52,0.78,-1,4
-0.56,0.86,-1,0.9,0.94,1,1,0.34,0.62,-0.14,0.12,-0.44,-0.44,-0.4,-1,,7
0.04,0.82,0.44,1,0.74,0.4,0.14,-0.14,1,-0.1,0.8,-0.7,-0.14,-1,-1,-0.76,3
0.92,1,0.04,0.9,-0.04,0.52,0.92,0.96,1,0.7,0.42,0.08,-0.22,-0.5,-1,-1,9
-0.42,0.46,0.12,1,0.36,0.42,-0.1,-0.24,-0.78,-0.76,-1,-0.84,-0.88,1,-1,,2
-0.72,0.88,-0.92,0.26,-0.14,-0.28,-0.28,-1,-0.8,-0.46,-1,0.44,-0.06,0.84,1,1,5
0.06,0.74,-0.36,-0.06,0.96,0.28,0.38,1,0.16,0.38,1,0.22,0.42,-0.94,-1,-1,9
0.36,1,-0.52,0.66,-1,-0.18,-0.74,-1,0.2,-0.94,0.98,-0.4,1,0.42,0.1,0.78,0
1,0.96,0.2,1,-0.42,0.46,-0.8,-0.18,-0.88,-0.88,-0.08,-1,-0.08,-0.46,-1,-0.4,6
1,0.4,0.16,1,-0.8,0.5,-1,-0.52,-0.04,-1,1,-0.62,0.94,0.36,-0.1,0.62,0
0.68,1,0.18,0.98,-0.68,0.44,-1,-0.16,-0.6,-0.76,1,-1,0.88,-0.56,-0.92,-0.46,6
1,1,0.06,0.62,-0.5,0.08,-0.78,-0.5,-0.24,-1,0.98,-0.84,0.3,-0.42,-1,-0.5,6
-1,-0.16,-0.4,0.12,0.18,0.44,0.72,0.88,1,1,0.6,0.36,0.24,-0.3,0.06,-1,1
0.34,1,-0.4,0.8,-1,0.14,-0.18,-0.2,1,0.06,0.96,0.34,0.32,-0.32,-0.2,-1,4
0.46,0.7,-0.38,0.3,-1,-1,0.04,-0.82,1,0.14,0.64,1,0.62,0.56,-0.24,-0.5,0
-0.44,0.64,-1,-0.22,-0.4,-1,0.6,-0.9,1,0.08,0.4,0.98,-0.56,1,-0.86,,0
0.72,1,-0.04,0.58,-0.74,0.04,-1,-0.56,-0.1,-1,1,-0.68,0.52,-0.2,-0.88,-0.3,6
-0.2,0.58,0.22,1,0.56,0.44,-0.08,-0.18,-1,-0.68,-0.98,-0.9,0.22,-0.98,1,-1,2
1,0.76,0.38,1,-0.6,0.68,0.4,0.72,0.86,0.42,0.4,-0.12,-0.24,-0.62,-1,-1,9
-0.4,0.96,-0.68,0.2,0.06,-0.44,-0.08,-1,-0.74,-0.42,-1,0.36,-0.46,0.9,1,1,5
-0.96,0.56,-0.08,0.98,1,1,0.54,0.52,0.88,-0.24,0.88,-1,-0.18,-0.94,-1,-0.44,3
-1,-0.16,-0.32,0.14,0.28,0.58,0.9,1,1,0.7,0.62,0.14,0.24,-0.44,-0.1,-1,1
-0.62,1,-0.92,0.54,-1,0.02,-0.08,-0.28,1,-0.06,0.92,-0.02,0.74,-0.54,0.54,-1,4
-0.94,0.32,-0.68,1,-0.46,0.38,-0.72,-0.36,-1,-1,-0.34,-0.9,0.34,-0.8,1,-0.78,2
-0.06,1,-0.2,0.64,-0.64,-0.02,-1,-0.62,0.06,-0.6,0.84,-0.32,0.88,-0.3,1,-1,4
-0.42,-0.24,0.22,0.2,0.84,0.66,1,1,0.46,0.52,-0.02,-0.5,-0.5,-1,-1,,1
-1,0.26,-0.18,0.54,0.58,0.88,1,1,0.7,0.48,0.5,-0.04,0.42,-0.56,0.64,-1,1
-1,0.04,0.04,0.66,0.94,1,0.82,0.1,0.68,-0.8,-0.58,-1,-0.58,-0.86,1,-0.86,1
0.3,1,-0.52,0.68,-1,-0.04,-0.82,-0.8,0.22,-1,1,-0.52,0.16,-0.06,-0.96,-0.08,6
0.76,0.6,-0.76,0.6,1,1,1,0.82,0.3,0.36,-0.42,-0.08,-0.88,-0.54,-1,-1,1
-0.74,0.6,0.06,0.42,1,1,-0.54,0.98,-1,0.42,0.62,0.48,0.48,-0.2,-0.06,-1,9
-1,0.58,0.02,0.18,1,-0.42,0.02,-1,-0.56,-0.48,0.02,0.2,0.46,0.88,-0.82,1,8
0.44,1,-0.24,0.68,-0.74,0.26,-1,-0.2,-0.2,-0.44,0.76,-0.38,1,-0.56,0.68,-1,4
-1,1,0.34,1,0.72,0.44,0.12,-0.26,-0.32,-1,-0.88,-0.34,-0.36,-0.1,1,-0.08,7
-0.26,0.68,0.38,1,0.92,0.74,0.1,0.22,0.76,-0.24,1,-0.82,0.02,-1,-1,-0.94,3
-1,1,0.46,0.94,0.9,0.6,1,0.28,0.9,-0.04,0.64,-0.38,0.28,-0.7,-0.54,-1,1
-1,0.18,0.54,0.48,1,1,-0.66,0.86,-0.86,0.42,0.64,0.36,-0.1,-0.3,-0.6,-1,9
-0.96,0.7,-0.38,1,0.52,0.48,0.24,-0.26,-0.06,-1,1,-0.84,0.36,-0.4,-1,-0.18,7
-0.74,1,-1,0.52,-0.44,0.06,0.88,0.12,1,0.52,0.86,0.32,0.88,-0.34,0.82,-1,4
-0.58,0.5,-0.2,1,0.7,0.88,0.34,0.26,1,-0.14,0.9,-0.78,-0.06,-1,-1,-0.74,3
-0.04,1,-0.7,0.66,-1,-0.22,-0.54,-0.98,0.42,-1,1,-0.32,0.72,0.54,-0.12,0.96,0
-0.52,1,1,0.98,0.86,0.56,0.28,-0.04,-0.22,-0.66,-0.62,-1,-1,-0.38,0.44,-0.24,7
-0.1,0.7,0.86,1,1,0.96,-0.04,0.76,-0.86,0.24,-0.04,-0.04,-0.04,-0.64,-1,-1,5
0.08,0.86,-1,0.76,0.08,-0.08,0.4,-1,-0.9,-0.82,0.08,0.04,1,0.92,-0.86,1,8
-0.08,0.66,0.74,1,1,0.58,0.5,0.08,0.8,-0.28,1,-0.74,-0.02,-1,-1,-0.76,3
0.68,1,-0.08,0.96,-0.74,0.2,-1,-0.62,0.06,-1,1,-0.36,-0.34,-0.28,-0.8,-0.92,6
-0.48,0.48,-0.62,-0.02,0.28,-0.58,-0.6,-1,-0.98,-0.5,-1,0.28,-0.1,0.74,1,1,5
-0.22,0.24,0.56,0.76,0.58,1,0.14,0.28,-0.24,-0.4,-1,-1,-0.32,-0.92,1,-1,1
-0.72,1,-0.98,0.08,0.02,-0.06,-0.28,-1,-1,-0.72,-0.88,0.42,-0.16,0.86,1,0.94,5
-1,0.3,-0.14,0.52,0.86,0.92,1,1,0.42,0.5,-0.04,-0.48,-0.5,-0.9,-1,,1
-1,0.4,0.06,0.76,0.28,1,0.24,0.56,0.4,0.14,0.66,-0.28,1,-0.72,0.96,-1,1
-1,0.34,-0.68,0.6,0.28,1,0.7,0.98,0.7,0.48,0.78,-0.02,0.9,-0.52,1,-1,1
0.76,0.98,-0.1,0.64,0.56,0.5,0.8,1,1,0.36,0.86,-0.28,0.18,-0.82,-1,-1,9
-0.4,1,-0.68,0.68,-1,0.02,-0.44,-0.48,0.6,-0.34,1,0.3,0.58,-0.32,0.36,-1,4
-0.52,1,-0.72,0.1,0.44,0.04,0.08,-1,-0.84,-0.96,-1,0.16,-0.3,0.9,1,0.98,5
-1,0.56,-0.64,0.92,0.18,0.9,1,1,0.72,0.64,0.32,0.12,0.04,-0.42,-0.06,-1,7
-1,0.82,-0.08,1,0.7,0.6,0.82,-0.2,0.76,-1,0.98,-0.56,1,0.04,-0.02,,7
-0.58,0.84,0.7,1,0.8,0.34,0.34,-0.32,-0.02,-1,-1,-0.48,-0.46,-0.14,1,-0.16,7
-0.38,0.9,-0.9,0.22,-1,-0.54,-0.36,-1,0.54,-0.64,1,0.02,0.64,0.7,-0.26,1,0
-0.62,0.46,0.08,0.82,1,1,0.98,0.56,0.72,0.04,0.56,-0.48,-0.14,-0.84,-1,-1,3
0.96,1,0.04,0.54,-0.64,0.04,-1,-0.5,-0.5,-1,1,-0.9,0.94,-0.42,-0.54,-0.56,6
0.58,0.48,-0.58,0.34,-0.7,0.84,0.42,1,1,0.5,0.46,-0.1,-0.28,-0.64,-1,-1,9
1,1,0.18,0.58,-0.48,0.08,-0.96,-0.44,-0.98,-1,0.16,-1,0.16,-0.58,-1,-0.62,6
-0.62,0.72,-0.3,0.44,0.9,0.88,-1,1,0.2,0.56,1,0.04,0.34,-0.48,-0.48,-1,9
-0.68,0.18,-1,-0.38,-0.38,-1,0.56,-0.7,1,0.1,0.74,0.96,-0.2,1,-0.88,0.34,0
0.66,0.72,-0.12,1,-1,0.48,0.16,0.34,1,0.88,0.78,0.26,0.54,-0.38,0.5,-1,9
-1,0.94,-0.14,1,0.16,0.24,-0.18,-0.66,-0.48,-1,-0.84,-0.28,0.08,-0.32,1,-0.34,7
-1,0.4,0.26,0.6,0.8,1,1,0.78,1,0.34,0.84,-0.12,0.68,-0.56,0.42,-1,1
-0.4,1,-0.92,0.34,-1,-0.52,-0.4,-1,0.32,-0.78,0.9,-0.18,1,0.64,0.28,0.86,0
1,0.92,0.42,1,-0.16,0.58,-0.02,0.12,0.82,0.02,0.64,-0.68,-0.16,-1,-1,-0.98,5
-0.06,1,-0.62,0.34,-1,-0.4,-0.6,-1,0.36,-0.9,1,-0.34,0.82,0.44,0.76,,0
1,1,0.28,0.96,-0.48,0.7,-0.28,0.26,0.52,0.16,0.5,-0.52,-0.16,-0.98,-1,-1,5
-0.42,-0.06,0.18,0.42,1,1,0.8,0.62,0.48,0.32,-0.64,-1,-1,0.98,-0.86,,1
0.78,0.74,-0.24,1,-0.66,0.56,0.6,0.54,1,0.52,0.84,-0.32,0.22,-1,-1,-0.92,9
0.34,1,-0.28,0.64,-1,0.2,-0.9,-0.26,0.32,-0.24,1,0.46,-0.5,0.12,-1,,4
0.06,1,-0.54,0.54,-1,0.14,0.48,0.32,1,0.58,0.4,0.7,-0.12,-0.16,-0.68,-1,4
-0.46,1,-1,0.48,-0.2,0.08,1,0.18,0.68,0.82,0.14,0.28,-0.14,-0.36,-0.34,-1,4
-0.96,0.6,-0.28,0.08,-0.76,-0.82,-1,-1,-0.18,-0.9,0.56,-0.02,0.9,1,1,,5
-0.04,0.9,0.88,1,1,0.46,0.5,-0.06,-0.18,-0.5,-1,-0.9,-0.18,-0.98,0.88,-1,2
1,1,0.36,0.92,-0.24,0.4,-0.72,-0.12,-1,-0.72,-0.28,-1,0.02,-0.54,-0.94,-0.44,6
0.16,1,-1,0.78,-0.12,0.06,1,-0.58,0.26,-1,0.24,-0.28,0.74,0.6,-0.5,0.82,8
-1,0.22,-0.56,0.78,0.18,1,0.44,0.46,0.06,-0.16,-0.38,-0.76,0.16,-1,1,-0.92,2
-1,0.5,-0.42,0.58,0.42,0.82,1,1,0.64,0.48,0.36,-0.04,0.14,-0.58,0.16,-1,1
-1,-0.04,-0.44,0.28,0.22,0.64,0.84,1,1,0.68,0.72,0.12,0.46,-0.44,0.28,-1,1
-0.28,0.8,0.72,1,0.74,0.46,-0.06,-0.02,0.84,-0.12,1,-0.68,0.06,-1,-1,-0.98,3
0.56,0.7,0.3,0.32,1,-0.5,-0.02,-1,-0.7,-0.42,0.16,0.34,0.32,1,-1,0.68,8
0.38,1,-0.38,0.46,-0.22,0.1,0.78,0.24,1,0.68,0.26,0.14,-0.38,-0.44,-1,-1,4
-1,0.74,0.1,1,1,0.62,0.48,-0.18,-0.02,-1,-0.6,-0.8,-0.36,-0.36,0.98,-0.3,7
1,1,0.84,0.7,0.5,0.42,0.16,0.14,0.16,-0.16,-0.34,-0.44,-0.84,-0.72,-1,-1,1
-0.06,0.82,-0.26,0.26,0.3,-0.46,-0.58,-1,-0.82,-0.2,-1,0.82,-0.02,1,1,0.82,5
